"artifact","moduleUrl","moduleLicense","moduleLicenseUrl",
"com.fasterxml.jackson.core:jackson-core:2.8.10","https://github.com/FasterXML/jackson-core","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",
"com.fasterxml.jackson.core:jackson-core:2.8.7","https://github.com/FasterXML/jackson-core","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",
"com.fasterxml.jackson.core:jackson-databind:2.8.11.3","http://github.com/FasterXML/jackson","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",
"com.fasterxml.jackson.core:jackson-databind:2.8.7","http://github.com/FasterXML/jackson","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",
"com.fasterxml.jackson.dataformat:jackson-dataformat-cbor:2.8.6","http://github.com/FasterXML/jackson-dataformats-binary","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",
"com.fasterxml.jackson.dataformat:jackson-dataformat-smile:2.8.6","http://github.com/FasterXML/jackson-dataformats-binary","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",
"com.fasterxml.jackson.dataformat:jackson-dataformat-xml:2.4.5","http://wiki.fasterxml.com/JacksonExtensionXmlDataBinding","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",
"com.fasterxml.jackson.dataformat:jackson-dataformat-yaml:2.8.7","https://github.com/FasterXML/jackson","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",
"com.fasterxml.jackson.datatype:jackson-datatype-guava:2.8.7","https://github.com/FasterXML/jackson-datatypes-collections","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",
"com.fasterxml.jackson.datatype:jackson-datatype-hibernate5:2.8.7","https://github.com/FasterXML/jackson-datatype-hibernate","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",
"com.fasterxml.jackson.datatype:jackson-datatype-jdk8:2.8.7","https://github.com/FasterXML/jackson-modules-java8/jackson-datatype-jdk8","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",
"com.fasterxml.jackson.datatype:jackson-datatype-joda:2.8.7","http://wiki.fasterxml.com/JacksonModuleJoda","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",
